"","EIN","Year","Assets","Liabilities"
"2695","23-7047824",2016,4573774,972842
"2696","23-7047824",2017,4426857,879727
"2697","23-7047824",2018,4567291,1567667
"2698","23-7047824",2019,3868259,1338956
"2699","23-7047824",2020,3620172,2001244
"2700","23-7047824",2021,3791372,1679888
"2701","23-7047824",2022,3458095,1297038
"2702","52-1118424",2009,4000368,2843218
"2703","52-1118424",2010,4063291,1965943
"2704","52-1118424",2011,4108253,2054638
"2705","52-1118424",2012,4910527,1497120
"2706","52-1118424",2013,5097775,1524924
"2707","52-1118424",2014,7879718,2852543
"2708","52-1118424",2015,7612631,2523716
"2709","52-1118424",2016,8132352,2872826
"2710","52-1118424",2017,8076837,3103654
"2711","52-1118424",2018,6620327,2252514
"2712","52-1118424",2019,6523484,2171962
"2713","52-1118424",2020,5989127,2412675
"2714","52-1118424",2021,5863535,2846222
"2715","14-1850828",2008,907823,265964
"2716","14-1850828",2009,1251269,233786
"2717","14-1850828",2010,1813436,296654
"2718","14-1850828",2011,4956196,3249713
"2719","14-1850828",2012,5918226,3986813
"2720","14-1850828",2013,7433703,5204835
"2721","14-1850828",2014,7080855,5270800
"2722","14-1850828",2015,8088664,5564868
"2723","14-1850828",2016,8683012,5508485
"2724","14-1850828",2017,9000203,5495522
"2725","14-1850828",2018,9198743,5341451
"2726","14-1850828",2019,10679641,6070865
"2727","14-1850828",2020,14350921,6843379
"2728","14-1850828",2021,15629778,5951758
"2729","54-2026502",2009,2560434,1101680
"2730","54-2026502",2010,3223126,984377
"2731","54-2026502",2011,3586010,1243117
"2732","54-2026502",2012,3201962,1148339
"2733","54-2026502",2013,3371702,1278102
"2734","54-2026502",2014,4551673,1432382
"2735","54-2026502",2015,6052706,1540375
"2736","54-2026502",2016,6802342,1577428
"2737","54-2026502",2017,7874077,1735605
"2738","54-2026502",2018,10304439,1920847
"2739","54-2026502",2019,15117694,1990965
"2740","54-2026502",2020,28244187,4824173
"2741","54-2026502",2021,37906542,1679848
"2742","54-2026502",2022,44170064,1123287
"2743","52-1516829",2009,10325331,2420632
"2744","52-1516829",2010,10829394,2116730
"2745","52-1516829",2011,10639872,2036585
"2746","52-1516829",2012,10709741,1892242
"2747","52-1516829",2013,11126048,1796771
"2748","52-1516829",2014,11977126,1686688
"2749","52-1516829",2015,12994320,1686946
"2750","52-1516829",2016,13620881,869297
"2751","52-1516829",2017,13904551,684740
"2752","52-1516829",2018,14195669,618964
"2753","52-1516829",2019,14714126,776739
"2754","52-1516829",2020,15613936,3035883
"2755","52-1516829",2021,17477213,902700
"2756","23-7221025",2009,30404917,21489040
"2757","23-7221025",2010,32074888,21934217
"2758","23-7221025",2011,34474053,24235489
"2759","23-7221025",2012,34315049,24395079
"2760","23-7221025",2013,45770799,29872332
"2761","23-7221025",2014,50849261,33897738
"2762","23-7221025",2015,55226298,38704376
"2763","23-7221025",2016,56650575,38763350
"2764","23-7221025",2017,61770783,41779790
"2765","23-7221025",2018,75665101,53639634
"2766","23-7221025",2019,77282349,54374720
"2767","23-7221025",2020,90420205,60986077
"2768","23-7221025",2021,115126157,86778772
"2769","23-7221025",2022,124055183,84837615
"2770","52-1576404",2008,12365249,1321910
"2771","52-1576404",2009,22407601,5386671
"2772","52-1576404",2010,22549187,3802222
"2773","52-1576404",2011,21093624,2780984
"2774","52-1576404",2012,19489559,2388760
"2775","52-1576404",2013,19327079,2337400
"2776","52-1576404",2014,20975242,2341035
"2777","52-1576404",2015,24328094,3398083
"2778","52-1576404",2016,26749635,3214483
"2779","52-1576404",2017,27850800,3201913
"2780","52-1576404",2018,26550978,2579504
"2781","52-1576404",2019,27213521,2323889
"2782","52-1576404",2020,34996512,8681767
"2783","52-1576404",2021,34978202,3147205
"2784","25-1008110",2009,19220481,6235154
"2785","25-1008110",2010,21390745,4268770
"2786","25-1008110",2011,25331998,4075816
"2787","25-1008110",2012,26554861,5479183
"2788","25-1008110",2013,25925892,5371091
"2789","25-1008110",2014,22924967,3300763
"2790","25-1008110",2015,21916493,4987490
"2791","25-1008110",2016,22339852,4890065
"2792","25-1008110",2017,24499355,4107432
"2793","25-1008110",2018,26457310,3005026
"2794","25-1008110",2019,28639085,2787733
"2795","25-1008110",2020,32854175,7683119
"2796","25-1008110",2021,39280164,6529262
"2797","25-1008110",2022,48530050,3826006
"2798","54-0900368",2009,2964081,777152
"2799","54-0900368",2010,4261247,803832
"2800","54-0900368",2011,4178054,674955
"2801","54-0900368",2012,4261630,654390
"2802","54-0900368",2013,4755104,655046
"2803","54-0900368",2014,5593982,666641
"2804","54-0900368",2015,5405115,531386
"2805","54-0900368",2016,6173028,690141
"2806","54-0900368",2017,6297619,470888
"2807","54-0900368",2018,6716706,547354
"2808","54-0900368",2019,6797040,459301
"2809","54-0900368",2020,9988700,2865671
"2810","54-0900368",2021,12184739,1979195
"2811","54-0900368",2022,13483929,691265
"2812","54-1431800",2009,1553764,68927
"2813","54-1431800",2010,1789099,97006
"2814","54-1431800",2011,1792364,82218
"2815","54-1431800",2012,1923488,75546
"2816","54-1431800",2013,2006717,66818
"2817","54-1431800",2014,1961951,71262
"2818","54-1431800",2015,1990068,78307
"2819","54-1431800",2016,2259886,74442
"2820","54-1431800",2017,2467963,79910
"2821","54-1431800",2018,2638034,82176
"2822","54-1431800",2019,2851034,82904
"2823","54-1431800",2020,3227309,183007
"2824","54-1431800",2021,3760661,166463
"2825","54-1431800",2022,4257331,170895
"2826","54-1431800",2023,5171516,163703
"2827","54-2046110",2009,1358546,443359
"2828","54-2046110",2010,2893246,1205686
"2829","54-2046110",2011,4089119,2372406
"2830","54-2046110",2012,3348417,2111524
"2831","54-2046110",2013,3189523,1805427
"2832","54-2046110",2014,3264503,1812865
"2833","54-2046110",2015,3898778,1862577
"2834","54-2046110",2016,4447115,1841992
"2835","54-2046110",2017,5810906,2002153
"2836","54-2046110",2018,8512494,2113096
"2837","54-2046110",2019,12430955,3521400
"2838","54-2046110",2020,13955279,3240005
"2839","54-2046110",2021,20180647,3417801
"2840","54-2046110",2022,23215796,2633056
"2841","55-0709223",2009,1972847,617032
"2842","55-0709223",2010,2064808,729898
"2843","55-0709223",2011,3293152,695784
"2844","55-0709223",2012,4176747,833220
"2845","55-0709223",2013,3870551,596832
"2846","55-0709223",2014,3925244,675750
"2847","55-0709223",2015,4896492,775312
"2848","55-0709223",2016,6705344,986108
"2849","55-0709223",2017,10690251,2897535
"2850","55-0709223",2018,12608202,3398305
"2851","55-0709223",2019,12564323,3205473
"2852","55-0709223",2020,14208828,5293575
"2853","55-0709223",2021,15970306,3342124
"2854","55-0709223",2022,16739555,2915670
"2855","23-7300642",2009,3205040,1253230
"2856","23-7300642",2010,2923623,1085774
"2857","23-7300642",2011,2898984,1025887
"2858","23-7300642",2012,3470722,1011969
"2859","23-7300642",2013,3335469,1023201
"2860","23-7300642",2014,4513975,2068653
"2861","23-7300642",2015,4887247,2073946
"2862","23-7300642",2016,5288018,1518932
"2863","23-7300642",2017,6963075,1564169
"2864","23-7300642",2018,9019211,2641465
"2865","23-7300642",2019,11006345,4500783
"2866","23-7300642",2020,11993370,4129582
"2867","23-7300642",2021,13609447,4310410
"2868","23-2480701",2009,2937551,799830
"2869","23-2480701",2010,4304708,948852
"2870","23-2480701",2011,7834759,1426731
"2871","23-2480701",2012,12202962,947046
"2872","23-2480701",2013,13070968,1094791
"2873","23-2480701",2014,15482543,1374810
"2874","23-2480701",2015,17921552,1398923
"2875","23-2480701",2016,20703820,1527693
"2876","23-2480701",2017,23565612,1253494
"2877","23-2480701",2018,26769631,1410242
"2878","23-2480701",2019,29070506,4843061
"2879","23-2480701",2020,31371112,3756931
"2880","23-2480701",2021,34350817,2023509
"2881","23-2480701",2022,40761717,2247127
"2882","20-1232580",2009,898910,172634
"2883","20-1232580",2010,1036775,210023
"2884","20-1232580",2011,1045388,129825
"2885","20-1232580",2012,884311,63148
"2886","20-1232580",2013,844855,74713
"2887","20-1232580",2014,751153,64459
"2888","20-1232580",2015,843514,93396
"2889","20-1232580",2016,937617,77078
"2890","20-1232580",2017,1026171,126810
"2891","20-1232580",2018,1308868,153831
"2892","20-1232580",2019,1026118,271426
"2893","20-1232580",2020,1348485,719019
"2894","20-1232580",2021,2386105,371889
"2895","20-1163755",2008,796431,94286
"2896","20-1163755",2009,845598,115392
"2897","20-1163755",2010,1718704,243721
"2898","20-1163755",2011,2118911,252087
"2899","20-1163755",2012,2159951,280391
"2900","20-1163755",2013,2073315,295686
"2901","20-1163755",2014,2682218,390136
"2902","20-1163755",2015,3767537,403236
"2903","20-1163755",2016,6246974,656469
"2904","20-1163755",2017,7606577,917192
"2905","20-1163755",2018,7920361,589937
"2906","20-1163755",2019,8715301,825454
"2907","20-1163755",2020,10145024,1246797
"2908","20-1163755",2021,10989723,1405289
"2909","52-1184749",2008,3883485,1287749
"2910","52-1184749",2009,4249304,1357081
"2911","52-1184749",2010,6503540,1354333
"2912","52-1184749",2011,8774041,1434970
"2913","52-1184749",2012,15258047,2375829
"2914","52-1184749",2013,29790910,4114375
"2915","52-1184749",2014,26878722,1459656
"2916","52-1184749",2015,32688310,3307987
"2917","52-1184749",2016,35513557,2239807
"2918","52-1184749",2017,35641410,2900171
"2919","52-1184749",2018,42790450,3002521
"2920","52-1184749",2019,53200257,2823668
"2921","52-1184749",2020,66466974,12590162
"2922","52-1184749",2021,67233523,7914275
"2923","55-0629135",2008,1902393,1621486
"2924","55-0629135",2009,2733161,2193411
"2925","55-0629135",2010,3263668,2446497
"2926","55-0629135",2011,3655780,2460423
"2927","55-0629135",2012,3876576,2319948
"2928","55-0629135",2013,3263710,3053120
"2929","55-0629135",2014,4586535,3353973
"2930","55-0629135",2015,5489472,3557136
"2931","55-0629135",2016,6720183,4374773
"2932","55-0629135",2017,7307183,4739085
"2933","55-0629135",2018,7293746,5437413
"2934","55-0629135",2019,6575358,4778840
"2935","55-0629135",2020,8554614,4662955
"2936","55-0629135",2021,10912278,4726647
"2937","23-6405863",2009,2285905,337222
"2938","23-6405863",2010,2633084,453770
"2939","23-6405863",2011,2712778,484833
"2940","23-6405863",2012,2521557,532956
"2941","23-6405863",2013,1479109,607151
"2942","23-6405863",2014,1117513,456885
"2943","23-6405863",2015,845363,356391
"2944","23-6405863",2016,1334129,212339
"2945","23-6405863",2017,1430138,273404
"2946","23-6405863",2018,1860852,269268
"2947","23-6405863",2019,2201754,294333
"2948","23-6405863",2020,2885577,659909
"2949","23-6405863",2021,3158488,338872
"2950","23-6405863",2022,3320872,365202
"2951","20-5860113",2010,377865,20563
"2952","20-5860113",2011,1142043,557252
"2953","20-5860113",2012,1695905,595876
"2954","20-5860113",2013,6065819,1048350
"2955","20-5860113",2014,7953805,1295298
"2956","20-5860113",2015,9174505,1593587
"2957","20-5860113",2016,9397424,1365935
"2958","20-5860113",2017,9375260,1537371
"2959","20-5860113",2018,8659171,1585844
"2960","20-5860113",2019,8170413,1456772
"2961","20-5860113",2020,8635231,2244642
"2962","20-5860113",2021,9968186,2300333
"2963","20-5860113",2022,10342448,1648542
"2964","23-2180889",2009,1703276,1310168
"2965","23-2180889",2010,3022876,2004413
"2966","23-2180889",2011,3405099,2712145
"2967","23-2180889",2012,3634594,2884710
"2968","23-2180889",2013,4974025,3320098
"2969","23-2180889",2014,6293308,3468600
"2970","23-2180889",2015,5148014,2425514
"2971","23-2180889",2016,7574996,2590276
"2972","23-2180889",2017,9388913,2791629
"2973","23-2180889",2018,13772198,2753828
"2974","23-2180889",2019,16341139,3706563
"2975","23-2180889",2020,22797937,11215300
"2976","23-2180889",2021,24922017,9356823
"2977","23-2180889",2022,31427520,7688136
"2978","25-1549863",2008,2149315,2810504
"2979","25-1549863",2009,2129480,2808813
"2980","25-1549863",2010,2048433,2758177
"2981","25-1549863",2011,1959257,2734774
"2982","25-1549863",2012,1849828,2736497
"2983","25-1549863",2013,1720904,2675965
"2984","25-1549863",2014,1652500,2645115
"2985","25-1549863",2015,1600927,2579156
"2986","25-1549863",2016,1411901,2399196
"2987","25-1549863",2017,1375600,2373901
"2988","25-1549863",2018,1430651,2375088
"2989","25-1549863",2019,1377147,2281457
"2990","25-1549863",2020,1433088,2268175
"2991","25-1549863",2021,1330251,2151511
"2992","25-1549863",2022,1399749,2162253
"2993","54-1083954",2009,5667069,2211145
"2994","54-1083954",2010,5555015,1488711
"2995","54-1083954",2011,5004637,1268352
"2996","54-1083954",2012,5146825,1187175
"2997","54-1083954",2013,5754107,1281955
"2998","54-1083954",2014,5791312,1313058
"2999","54-1083954",2015,9056102,4357922
"3000","54-1083954",2016,8895171,2476662
"3001","54-1083954",2017,10787759,2074225
"3002","54-1083954",2018,11056552,1863525
"3003","54-1083954",2019,11195112,1297191
"3004","54-1083954",2020,11615632,1403968
"3005","54-1083954",2021,13296613,836370
"3006","54-1083954",2022,15440105,1665553
"3007","20-2448149",2009,2380462,48575
"3008","20-2448149",2010,1941309,49746
"3009","20-2448149",2011,2607503,69393
"3010","20-2448149",2012,2834773,59192
"3011","20-2448149",2013,2642765,50896
"3012","20-2448149",2014,3308608,1719640
"3013","20-2448149",2015,3013400,1414213
"3014","20-2448149",2016,2796606,983866
"3015","20-2448149",2017,4089205,1170608
"3016","20-2448149",2018,4316410,1092732
"3017","20-2448149",2019,3641315,599850
"3018","20-2448149",2020,3653655,910599
"3019","20-2448149",2021,3943331,1180941
"3020","20-2448149",2022,4474599,529428
"3021","25-1299837",2009,669578,938493
"3022","25-1299837",2010,1065360,848795
"3023","25-1299837",2011,1282576,756371
"3024","25-1299837",2012,1323007,681260
"3025","25-1299837",2013,1105084,627861
"3026","25-1299837",2014,1010481,615864
"3027","25-1299837",2015,1413997,497766
"3028","25-1299837",2016,1481383,472106
"3029","25-1299837",2017,1622016,538591
"3030","25-1299837",2018,1669373,935134
"3031","25-1299837",2019,2099700,1243043
"3032","25-1299837",2020,2108707,1230585
"3033","25-1299837",2021,3981715,1675000
"3034","25-1299837",2022,4078839,1422117
"3035","25-1345163",2009,1392472,123226
"3036","25-1345163",2010,1547347,97921
"3037","25-1345163",2011,1783385,85168
"3038","25-1345163",2012,1843530,110796
"3039","25-1345163",2013,1477603,121657
"3040","25-1345163",2014,1370056,148948
"3041","25-1345163",2015,1398274,238696
"3042","25-1345163",2016,1392347,194784
"3043","25-1345163",2017,1423632,193875
"3044","25-1345163",2018,1722510,181997
"3045","25-1345163",2019,1761541,233919
"3046","25-1345163",2020,2306599,501798
"3047","25-1345163",2021,2852952,317305
"3048","25-1345163",2022,3148845,313512
"3049","25-1343824",2008,712722,205013
"3050","25-1343824",2009,684537,173909
"3051","25-1343824",2010,548418,146825
"3052","25-1343824",2011,2216338,1392517
"3053","25-1343824",2012,2561602,1578195
"3054","25-1343824",2013,2391829,1629313
"3055","25-1343824",2014,439542,1033387
"3056","25-1343824",2015,579341,743997
"3057","25-1343824",2016,1191352,938488
"3058","25-1343824",2017,1297460,828683
"3059","25-1343824",2018,1563249,776014
"3060","25-1343824",2019,1889240,747753
"3061","25-1343824",2020,3809915,1157726
"3062","25-1343824",2021,5584259,1150892
"3063","23-2024511",2009,2393875,283697
"3064","23-2024511",2010,2542109,375981
"3065","23-2024511",2011,2786051,426606
"3066","23-2024511",2012,2721454,364631
"3067","23-2024511",2013,1971412,720921
"3068","23-2024511",2014,1946631,786112
"3069","23-2024511",2015,2055326,709924
"3070","23-2024511",2016,2526360,493258
"3071","23-2024511",2017,2666538,302014
"3072","23-2024511",2018,3011400,310104
"3073","23-2024511",2019,3278801,245409
"3074","23-2024511",2020,3651840,311544
"3075","23-2024511",2021,3842014,356942
"3076","55-0581968",2009,4059557,2016794
"3077","55-0581968",2010,4339180,2060156
"3078","55-0581968",2011,4388380,2287048
"3079","55-0581968",2012,4604636,1964291
"3080","55-0581968",2013,4868207,1991532
"3081","55-0581968",2014,5255293,1954557
"3082","55-0581968",2015,6245106,2073098
"3083","55-0581968",2016,6807756,1901116
"3084","55-0581968",2017,9274004,2113027
"3085","55-0581968",2018,9970448,1749756
"3086","55-0581968",2019,13083117,2072702
"3087","55-0581968",2020,16986099,4456733
"3088","55-0581968",2021,19668161,3377056
"3089","55-0581968",2022,33962070,8635335
"3090","54-1074890",2009,3171124,1094288
"3091","54-1074890",2010,3521386,1145645
"3092","54-1074890",2011,3190542,1394404
"3093","54-1074890",2012,3126022,1414598
"3094","54-1074890",2013,3030477,1123049
"3095","54-1074890",2014,3005601,1100862
"3096","54-1074890",2015,3022200,1043207
"3097","54-1074890",2016,3494770,908133
"3098","54-1074890",2017,3761759,861472
"3099","54-1074890",2018,3866407,790125
"3100","54-1074890",2019,3606608,750709
"3101","54-1074890",2020,3578276,713594
"3102","54-1074890",2021,4657866,707361
"3103","54-1074890",2022,6022508,893159
"3104","54-1074890",2023,6551665,597157
"3105","25-1546810",2008,9739877,4181457
"3106","25-1546810",2009,10190091,3744777
"3107","25-1546810",2010,13988633,4118074
"3108","25-1546810",2011,23563044,4589123
"3109","25-1546810",2012,23724803,3665529
"3110","25-1546810",2013,28240628,4265593
"3111","25-1546810",2014,29096003,4038075
"3112","25-1546810",2015,32998067,4676267
"3113","25-1546810",2016,42353376,5116927
"3114","25-1546810",2017,50998703,6749172
"3115","25-1546810",2018,58078758,7954387
