"","EIN","Year","Staff"
"4737","56-1768044","2009","23"
"4738","56-1768044","2010","22"
"4739","56-1768044","2011","22"
"4740","56-1768044","2012","25"
"4741","56-1768044","2013","23"
"4742","56-1768044","2014","23"
"4743","56-1768044","2015","24"
"4744","56-1768044","2016","26"
"4745","56-1768044","2017","20"
"4746","56-1768044","2018","25"
"4747","56-1768044","2019","26"
"4748","56-1768044","2020","28"
"4749","56-1768044","2021","15"
"4750","68-0560048","2009","96"
"4751","68-0560048","2010","103"
"4752","68-0560048","2011","115"
"4753","68-0560048","2012","127"
"4754","68-0560048","2012","105"
"4755","68-0560048","2013","90"
"4756","68-0560048","2014","89"
"4757","68-0560048","2015","118"
"4758","68-0560048","2016","105"
"4759","68-0560048","2017","102"
"4760","68-0560048","2018","110"
"4761","68-0560048","2019","113"
"4762","68-0560048","2020","125"
"4763","68-0560048","2021","117"
"4764","59-1773262","2009","525"
"4765","59-1773262","2010","575"
"4766","59-1773262","2011","575"
"4767","59-1773262","2012","629"
"4768","59-1773262","2013","644"
"4769","59-1773262","2014","694"
"4770","59-1773262","2016","835"
"4771","59-1773262","2017","915"
"4772","59-1773262","2018","952"
"4773","59-1773262","2019","1108"
"4774","31-1840668","2009","29"
"4775","31-1840668","2010","29"
"4776","31-1840668","2011","33"
"4777","31-1840668","2012","39"
"4778","31-1840668","2013","41"
"4779","31-1840668","2014","41"
"4780","31-1840668","2015","48"
"4781","31-1840668","2016","72"
"4782","31-1840668","2017","75"
"4783","31-1840668","2018","100"
"4784","31-1840668","2019","115"
"4785","31-1840668","2020","113"
"4786","31-1840668","2021","101"
"4787","61-1459826","2009","21"
"4788","61-1459826","2010","14"
"4789","61-1459826","2011","14"
"4790","61-1459826","2012","26"
"4791","61-1459826","2013","20"
"4792","61-1459826","2014","32"
"4793","61-1459826","2015","47"
"4794","61-1459826","2016","58"
"4795","61-1459826","2016","69"
"4796","61-1459826","2017","70"
"4797","61-1459826","2018","77"
"4798","61-1459826","2019","119"
"4799","61-1459826","2020","135"
"4800","61-1459826","2021","185"
"4801","63-0756832","2009","112"
"4802","63-0756832","2010","105"
"4803","63-0756832","2011","87"
"4804","63-0756832","2012","89"
"4805","63-0756832","2013","84"
"4806","63-0756832","2014","86"
"4807","63-0756832","2015","92"
"4808","63-0756832","2016","90"
"4809","63-0756832","2017","90"
"4810","63-0756832","2018","105"
"4811","63-0756832","2019","105"
"4812","63-0756832","2020","105"
"4813","63-0756832","2021","103"
"4814","63-0695975","2009","262"
"4815","63-0695975","2010","276"
"4816","63-0695975","2011","276"
"4817","63-0695975","2012","260"
"4818","63-0695975","2013","252"
"4819","63-0695975","2014","242"
"4820","63-0695975","2015","288"
"4821","63-0695975","2015","290"
"4822","63-0695975","2016","301"
"4823","63-0695975","2017","319"
"4824","63-0695975","2018","344"
"4825","63-0695975","2019","344"
"4826","63-0695975","2020","342"
"4827","63-0695975","2021","334"
"4828","58-1410404","2009","54"
"4829","58-1410404","2010","54"
"4830","58-1410404","2011","59"
"4831","58-1410404","2012","66"
"4832","58-1410404","2013","68"
"4833","58-1410404","2014","68"
"4834","58-1410404","2015","105"
"4835","58-1410404","2016","124"
"4836","58-1410404","2017","145"
"4837","58-1410404","2018","142"
"4838","58-1410404","2019","156"
"4839","58-1410404","2020","163"
"4840","58-1410404","2021","162"
"4841","58-1410404","2022","190"
"4842","61-0843731","2009","157"
"4843","61-0843731","2010","180"
"4844","61-0843731","2011","311"
"4845","61-0843731","2012","311"
"4846","61-0843731","2013","199"
"4847","61-0843731","2014","215"
"4848","61-0843731","2015","244"
"4849","61-0843731","2016","244"
"4850","61-0843731","2017","252"
"4851","61-0843731","2018","284"
"4852","61-0843731","2019","285"
"4853","61-0843731","2020","308"
"4854","61-0843731","2021","334"
"4855","63-1276483","2010","0"
"4856","63-1276483","2011","0"
"4857","63-1276483","2012","0"
"4858","63-1276483","2013","11"
"4859","63-1276483","2014","17"
"4860","63-1276483","2015","25"
"4861","63-1276483","2016","33"
"4862","63-1276483","2017","38"
"4863","63-1276483","2018","45"
"4864","63-1276483","2019","59"
"4865","63-1276483","2020","75"
"4866","63-1276483","2021","94"
"4867","42-1638714","2009","94"
"4868","42-1638714","2010","112"
"4869","42-1638714","2011","112"
"4870","42-1638714","2012","119"
"4871","42-1638714","2013","122"
"4872","42-1638714","2014","127"
"4873","42-1638714","2015","141"
"4874","42-1638714","2016","159"
"4875","42-1638714","2017","166"
"4876","42-1638714","2018","164"
"4877","42-1638714","2019","178"
"4878","42-1638714","2020","189"
"4879","42-1638714","2021","216"
"4880","59-1812757","2009","42"
"4881","59-1812757","2010","40"
"4882","59-1812757","2011","32"
"4883","59-1812757","2012","32"
"4884","59-1812757","2013","38"
"4885","59-1812757","2014","45"
"4886","59-1812757","2015","52"
"4887","59-1812757","2016","46"
"4888","59-1812757","2017","35"
"4889","59-1812757","2018","39"
"4890","59-1812757","2019","43"
"4891","59-1812757","2020","55"
"4892","59-1812757","2021","70"
"4893","57-0672342","2009","63"
"4894","57-0672342","2010","57"
"4895","57-0672342","2011","67"
"4896","57-0672342","2012","81"
"4897","57-0672342","2013","87"
"4898","57-0672342","2014","96"
"4899","57-0672342","2015","101"
"4900","57-0672342","2016","109"
"4901","57-0672342","2017","119"
"4902","57-0672342","2018","130"
"4903","57-0672342","2019","139"
"4904","57-0672342","2020","145"
"4905","57-0672342","2021","147"
"4906","57-0672342","2022","166"
"4907","61-1355382","2008","11"
"4908","61-1355382","2009","12"
"4909","61-1355382","2010","13"
"4910","61-1355382","2011","18"
"4911","61-1355382","2012","17"
"4912","61-1355382","2013","19"
"4913","61-1355382","2014","22"
"4914","61-1355382","2015","37"
"4915","61-1355382","2016","41"
"4916","61-1355382","2017","42"
"4917","61-1355382","2018","42"
"4918","61-1355382","2019","42"
"4919","61-1355382","2020","54"
"4920","62-1438461","2009","91"
"4921","62-1438461","2010","91"
"4922","62-1438461","2011","74"
"4923","62-1438461","2012","76"
"4924","62-1438461","2013","72"
"4925","62-1438461","2014","78"
"4926","62-1438461","2015","92"
"4927","62-1438461","2016","72"
"4928","62-1438461","2017","73"
"4929","62-1438461","2018","73"
"4930","62-1438461","2019","81"
"4931","62-1438461","2020","83"
"4932","62-1438461","2021","76"
"4933","58-2001101","2009","61"
"4934","58-2001101","2010","61"
"4935","58-2001101","2011","71"
"4936","58-2001101","2012","66"
"4937","58-2001101","2013","68"
"4938","58-2001101","2014","75"
"4939","58-2001101","2015","104"
"4940","58-2001101","2016","111"
"4941","58-2001101","2017","108"
"4942","58-2001101","2018","108"
"4943","58-2001101","2019","173"
"4944","58-2001101","2020","173"
"4945","58-2001101","2021","180"
"4946","58-1995646","2009","47"
"4947","58-1995646","2010","50"
"4948","58-1995646","2011","46"
"4949","58-1995646","2012","43"
"4950","58-1995646","2013","51"
"4951","58-1995646","2014","63"
"4952","58-1995646","2015","63"
"4953","58-1995646","2016","73"
"4954","58-1995646","2017","79"
"4955","58-1995646","2018","81"
"4956","58-1995646","2019","82"
"4957","58-1995646","2020","82"
"4958","58-1995646","2021","87"
"4959","56-1205213","2009","99"
"4960","56-1205213","2010","98"
"4961","56-1205213","2011","72"
"4962","56-1205213","2012","91"
"4963","56-1205213","2013","91"
"4964","56-1205213","2014","85"
"4965","56-1205213","2015","82"
"4966","56-1205213","2016","79"
"4967","56-1205213","2017","93"
"4968","56-1205213","2018","94"
"4969","56-1205213","2020","63"
"4970","20-3131989","2008","42"
"4971","20-3131989","2009","58"
"4972","20-3131989","2010","66"
"4973","20-3131989","2011","73"
"4974","20-3131989","2012","98"
"4975","20-3131989","2013","207"
"4976","20-3131989","2014","231"
"4977","20-3131989","2015","329"
"4978","20-3131989","2016","430"
"4979","20-3131989","2017","552"
"4980","20-3131989","2018","776"
"4981","20-3131989","2019","854"
"4982","20-3131989","2020","959"
"4983","20-4391090","2009","16"
"4984","20-4391090","2010","17"
"4985","20-4391090","2011","30"
"4986","20-4391090","2012","41"
"4987","20-4391090","2013","38"
"4988","20-4391090","2014","46"
"4989","20-4391090","2015","49"
"4990","20-4391090","2016","60"
"4991","20-4391090","2017","88"
"4992","20-4391090","2018","86"
"4993","20-4391090","2019","87"
"4994","20-4391090","2020","94"
"4995","20-4391090","2021","114"
"4996","20-4391090","2022","143"
"4997","57-0984427","2008","63"
"4998","57-0984427","2009","101"
"4999","57-0984427","2010","110"
"5000","57-0984427","2011","136"
"5001","57-0984427","2012","201"
"5002","57-0984427","2013","321"
"5003","57-0984427","2014","318"
"5004","57-0984427","2015","341"
"5005","57-0984427","2016","400"
"5006","57-0984427","2017","481"
"5007","57-0984427","2018","509"
"5008","57-0984427","2019","587"
"5009","23-7085643","2009","31"
"5010","23-7085643","2010","45"
"5011","23-7085643","2011","54"
"5012","23-7085643","2012","53"
"5013","23-7085643","2013","72"
"5014","23-7085643","2014","66"
"5015","23-7085643","2015","88"
"5016","23-7085643","2016","107"
"5017","23-7085643","2017","125"
"5018","23-7085643","2018","127"
"5019","23-7085643","2019","156"
"5020","23-7085643","2020","159"
"5021","23-7085643","2021","186"
"5022","23-7085643","2022","214"
"5023","57-0664826","2009","346"
"5024","57-0664826","2010","345"
"5025","57-0664826","2011","345"
"5026","57-0664826","2012","354"
"5027","57-0664826","2013","337"
"5028","57-0664826","2014","367"
"5029","57-0664826","2015","428"
"5030","57-0664826","2016","428"
"5031","57-0664826","2017","525"
"5032","57-0664826","2018","564"
"5033","57-0664826","2019","605"
"5034","57-0664826","2020","681"
"5035","57-0664826","2021","681"
"5036","58-2003803","2009","58"
"5037","58-2003803","2010","66"
"5038","58-2003803","2011","53"
"5039","58-2003803","2012","44"
"5040","58-2003803","2013","45"
"5041","58-2003803","2014","45"
"5042","58-2003803","2015","63"
"5043","58-2003803","2016","66"
"5044","58-2003803","2017","86"
"5045","58-2003803","2018","87"
"5046","58-2003803","2019","91"
"5047","58-2003803","2020","106"
"5048","58-1307597","2009","41"
"5049","58-1307597","2010","52"
"5050","58-1307597","2011","57"
"5051","58-1307597","2012","69"
"5052","58-1307597","2013","72"
"5053","58-1307597","2014","72"
"5054","58-1307597","2015","71"
"5055","58-1307597","2016","71"
"5056","58-1307597","2017","78"
"5057","58-1307597","2018","92"
"5058","58-1307597","2019","95"
"5059","58-1307597","2020","100"
"5060","58-1307597","2021","96"
"5061","20-8963925","2008","12"
"5062","20-8963925","2009","14"
"5063","20-8963925","2010","17"
"5064","20-8963925","2011","15"
"5065","20-8963925","2012","18"
"5066","20-8963925","2013","18"
"5067","20-8963925","2014","23"
"5068","20-8963925","2015","27"
"5069","20-8963925","2016","33"
"5070","20-8963925","2017","67"
"5071","20-8963925","2018","85"
"5072","20-8963925","2019","97"
"5073","59-3105246","2008","57"
"5074","59-3105246","2009","74"
"5075","59-3105246","2010","114"
"5076","59-3105246","2011","141"
"5077","59-3105246","2012","148"
"5078","59-3105246","2013","177"
"5079","59-3105246","2014","197"
"5080","59-3105246","2015","216"
"5081","59-3105246","2016","256"
"5082","59-3105246","2017","336"
"5083","59-3105246","2018","386"
"5084","59-3105246","2019","424"
"5085","59-3105246","2020","444"
"5086","56-1799394","2008","0"
"5087","56-1799394","2010","0"
"5088","56-1799394","2012","30"
"5089","56-1799394","2013","25"
"5090","56-1799394","2014","26"
"5091","56-1799394","2015","26"
"5092","56-1799394","2016","27"
"5093","56-1799394","2017","27"
"5094","56-1799394","2018","30"
"5095","56-1799394","2019","37"
"5096","56-1799394","2020","46"
"5097","56-1799394","2021","40"
"5098","20-5746618","2010","20"
"5099","20-5746618","2011","27"
"5100","20-5746618","2012","24"
"5101","20-5746618","2013","24"
"5102","20-5746618","2014","30"
"5103","20-5746618","2015","30"
"5104","20-5746618","2016","43"
"5105","20-5746618","2017","57"
"5106","20-5746618","2018","64"
"5107","20-5746618","2019","68"
"5108","20-5746618","2020","87"
"5109","20-5746618","2021","108"
"5110","62-1026947","2009","18"
"5111","62-1026947","2010","24"
"5112","62-1026947","2011","24"
"5113","62-1026947","2012","22"
"5114","62-1026947","2013","22"
"5115","62-1026947","2014","31"
"5116","62-1026947","2015","34"
"5117","62-1026947","2016","34"
"5118","62-1026947","2017","40"
"5119","62-1026947","2018","43"
"5120","62-1026947","2019","39"
"5121","62-1026947","2020","42"
"5122","62-1026947","2021","52"
"5123","62-1026947","2022","57"
"5124","59-1964612","2009","143"
"5125","59-1964612","2010","155"
"5126","59-1964612","2011","160"
"5127","59-1964612","2012","160"
"5128","59-1964612","2013","137"
"5129","59-1964612","2014","140"
"5130","59-1964612","2015","154"
"5131","59-1964612","2016","195"
"5132","59-1964612","2017","228"
"5133","59-1964612","2018","251"
"5134","59-1964612","2019","293"
"5135","58-1958398","2009","211"
"5136","58-1958398","2010","243"
"5137","58-1958398","2011","243"
"5138","58-1958398","2012","238"
"5139","58-1958398","2013","302"
"5140","58-1958398","2014","320"
"5141","58-1958398","2015","415"
"5142","58-1958398","2016","498"
"5143","58-1958398","2017","573"
"5144","58-1958398","2018","774"
"5145","58-1958398","2019","774"
"5146","58-1958398","2020","793"
"5147","58-1958398","2021","823"
"5148","63-0760576","2009","46"
"5149","63-0760576","2010","44"
"5150","63-0760576","2011","39"
"5151","63-0760576","2012","41"
"5152","63-0760576","2013","40"
"5153","63-0760576","2014","40"
"5154","63-0760576","2015","58"
"5155","63-0760576","2016","41"
"5156","63-0760576","2017","61"
"5157","63-0760576","2018","56"
"5158","63-0760576","2019","60"
"5159","63-0760576","2020","70"
"5160","64-0625076","2009","207"
"5161","64-0625076","2010","222"
"5162","64-0625076","2011","223"
"5163","64-0625076","2012","261"
"5164","64-0625076","2013","260"
"5165","64-0625076","2014","264"
"5166","64-0625076","2015","271"
"5167","64-0625076","2016","267"
"5168","64-0625076","2017","270"
"5169","64-0625076","2018","272"
"5170","64-0625076","2019","272"
"5171","64-0625076","2020","276"
"5172","64-0625076","2021","295"
"5173","64-0625076","2022","336"
"5174","64-0632268","2009","28"
"5175","64-0632268","2010","27"
"5176","64-0632268","2011","27"
"5177","64-0632268","2012","33"
"5178","64-0632268","2013","31"
"5179","64-0632268","2014","32"
"5180","64-0632268","2015","36"
"5181","64-0632268","2016","45"
"5182","64-0632268","2017","46"
"5183","64-0632268","2018","11"
"5184","64-0632268","2019","39"
"5185","64-0632268","2020","40"
"5186","64-0632268","2021","41"
"5187","64-0632268","2022","52"
"5188","56-1209062","2008","252"
"5189","56-1209062","2009","249"
"5190","56-1209062","2010","242"
"5191","56-1209062","2011","223"
"5192","56-1209062","2012","224"
"5193","56-1209062","2013","225"
"5194","56-1209062","2014","249"
"5195","56-1209062","2015","279"
"5196","56-1209062","2016","308"
"5197","56-1209062","2017","356"
"5198","56-1209062","2018","389"
"5199","56-1209062","2019","423"
"5200","64-0426295","2008","50"
"5201","64-0426295","2009","49"
"5202","64-0426295","2010","53"
"5203","64-0426295","2011","53"
"5204","64-0426295","2012","51"
"5205","64-0426295","2013","55"
"5206","64-0426295","2014","58"
"5207","64-0426295","2015","52"
"5208","64-0426295","2016","55"
"5209","64-0426295","2017","56"
"5210","64-0426295","2018","56"
"5211","64-0426295","2019","62"
"5212","64-0624495","2009","110"
"5213","64-0624495","2010","110"
"5214","64-0624495","2011","124"
"5215","64-0624495","2012","115"
"5216","64-0624495","2013","105"
"5217","64-0624495","2014","121"
"5218","64-0624495","2015","141"
"5219","64-0624495","2016","158"
"5220","64-0624495","2017","156"
"5221","64-0624495","2018","164"
"5222","64-0624495","2019","178"
"5223","64-0624495","2020","164"
"5224","64-0624495","2021","165"
"5225","58-2079819","2009","142"
"5226","58-2079819","2010","137"
"5227","58-2079819","2011","163"
"5228","58-2079819","2012","170"
"5229","58-2079819","2013","175"
"5230","58-2079819","2014","192"
"5231","58-2079819","2015","195"
"5232","58-2079819","2016","200"
"5233","58-2079819","2017","216"
"5234","58-2079819","2018","222"
"5235","58-2079819","2019","246"
"5236","58-2079819","2020","259"
"5237","58-2079819","2021","265"
"5238","58-2053386","2008","84"
"5239","58-2053386","2009","116"
"5240","58-2053386","2010","121"
"5241","58-2053386","2011","115"
"5242","58-2053386","2012","124"
"5243","58-2053386","2013","115"
